,filename,fraud
151,Clean_Data/Year_2020/2020-15.txt,1
152,Clean_Data/Year_2020/2020-252.txt,0
153,Clean_Data/Year_2020/2020-140.txt,0
154,Clean_Data/Year_2020/2020-215.txt,0
155,Clean_Data/Year_2020/2020-28.txt,0
156,Clean_Data/Year_2020/2020-101.txt,0
157,Clean_Data/Year_2020/2020-35.txt,1
158,Clean_Data/Year_2020/2020-21.txt,0
159,Clean_Data/Year_2020/2020-18.txt,0
160,Clean_Data/Year_2020/2020-17.txt,0
161,Clean_Data/Year_2020/2020-149.txt,0
162,Clean_Data/Year_2020/2020-193.txt,1
163,Clean_Data/Year_2020/2020-129.txt,1
164,Clean_Data/Year_2020/2020-201.txt,0
165,Clean_Data/Year_2020/2020-157.txt,1
166,Clean_Data/Year_2020/2020-335.txt,0
167,Clean_Data/Year_2020/2020-230.txt,0
168,Clean_Data/Year_2020/2020-165.txt,0
169,Clean_Data/Year_2020/2020-319.txt,1
170,Clean_Data/Year_2020/2020-179.txt,0
171,Clean_Data/Year_2020/2020-210.txt,0
172,Clean_Data/Year_2020/2020-235.txt,0
173,Clean_Data/Year_2020/2020-26.txt,1
174,Clean_Data/Year_2020/2020-280.txt,0
175,Clean_Data/Year_2020/2020-326.txt,0
176,Clean_Data/Year_2020/2020-150.txt,0
177,Clean_Data/Year_2020/2020-315.txt,0
178,Clean_Data/Year_2020/2020-75.txt,0
179,Clean_Data/Year_2020/2020-196.txt,0
180,Clean_Data/Year_2020/2020-5.txt,0
181,Clean_Data/Year_2020/2020-318.txt,0
182,Clean_Data/Year_2020/2020-164.txt,0
183,Clean_Data/Year_2020/2020-105.txt,0
184,Clean_Data/Year_2020/2020-292.txt,0
185,Clean_Data/Year_2020/2020-278.txt,0
186,Clean_Data/Year_2020/2020-200.txt,0
187,Clean_Data/Year_2020/2020-338.txt,0
188,Clean_Data/Year_2020/2020-299.txt,1
189,Clean_Data/Year_2020/2020-323.txt,0
190,Clean_Data/Year_2020/2020-70.txt,0
191,Clean_Data/Year_2020/2020-197.txt,0
192,Clean_Data/Year_2020/2020-81.txt,0
193,Clean_Data/Year_2020/2020-95.txt,0
194,Clean_Data/Year_2020/2020-220.txt,0
195,Clean_Data/Year_2020/2020-273.txt,0
196,Clean_Data/Year_2020/2020-114.txt,0
197,Clean_Data/Year_2020/2020-34.txt,0
198,Clean_Data/Year_2020/2020-116.txt,0
199,Clean_Data/Year_2020/2020-142.txt,0
200,Clean_Data/Year_2020/2020-146.txt,0
201,Clean_Data/Year_2020/2020-218.txt,0
202,Clean_Data/Year_2020/2020-294.txt,0
203,Clean_Data/Year_2020/2020-118.txt,0
204,Clean_Data/Year_2020/2020-76.txt,0
205,Clean_Data/Year_2020/2020-267.txt,0
206,Clean_Data/Year_2020/2020-313.txt,0
207,Clean_Data/Year_2020/2020-128.txt,0
208,Clean_Data/Year_2020/2020-254.txt,0
209,Clean_Data/Year_2020/2020-91.txt,0
210,Clean_Data/Year_2020/2020-191.txt,0
211,Clean_Data/Year_2020/2020-69.txt,0
212,Clean_Data/Year_2020/2020-341.txt,1
213,Clean_Data/Year_2020/2020-97.txt,0
214,Clean_Data/Year_2020/2020-73.txt,0
215,Clean_Data/Year_2020/2020-63.txt,0
216,Clean_Data/Year_2020/2020-19.txt,0
217,Clean_Data/Year_2020/2020-47.txt,0
218,Clean_Data/Year_2020/2020-131.txt,1
219,Clean_Data/Year_2020/2020-229.txt,0
220,Clean_Data/Year_2020/2020-340.txt,0
221,Clean_Data/Year_2020/2020-268.txt,0
222,Clean_Data/Year_2020/2020-288.txt,0
223,Clean_Data/Year_2020/2020-287.txt,0
224,Clean_Data/Year_2020/2020-55.txt,0
225,Clean_Data/Year_2020/2020-209.txt,0
226,Clean_Data/Year_2020/2020-180.txt,0
227,Clean_Data/Year_2020/2020-240.txt,0
228,Clean_Data/Year_2020/2020-89.txt,0
229,Clean_Data/Year_2020/2020-236.txt,0
230,Clean_Data/Year_2020/2020-112.txt,0
231,Clean_Data/Year_2020/2020-272.txt,0
232,Clean_Data/Year_2020/2020-342.txt,0
233,Clean_Data/Year_2020/2020-42.txt,0
234,Clean_Data/Year_2020/2020-106.txt,0
235,Clean_Data/Year_2020/2020-111.txt,0
236,Clean_Data/Year_2020/2020-141.txt,0
237,Clean_Data/Year_2020/2020-39.txt,0
238,Clean_Data/Year_2020/2020-293.txt,0
239,Clean_Data/Year_2020/2020-281.txt,0
240,Clean_Data/Year_2020/2020-161.txt,0
241,Clean_Data/Year_2020/2020-83.txt,0
242,Clean_Data/Year_2020/2020-121.txt,0
243,Clean_Data/Year_2020/2020-274.txt,0
244,Clean_Data/Year_2020/2020-199.txt,0
245,Clean_Data/Year_2020/2020-271.txt,0
246,Clean_Data/Year_2020/2020-43.txt,0
247,Clean_Data/Year_2020/2020-205.txt,0
248,Clean_Data/Year_2020/2020-182.txt,1
249,Clean_Data/Year_2020/2020-133.txt,0
250,Clean_Data/Year_2020/2020-239.txt,0
251,Clean_Data/Year_2020/2020-213.txt,1
252,Clean_Data/Year_2020/2020-336.txt,0
253,Clean_Data/Year_2020/2020-279.txt,0
254,Clean_Data/Year_2020/2020-206.txt,0
255,Clean_Data/Year_2020/2020-66.txt,0
256,Clean_Data/Year_2020/2020-27.txt,0
257,Clean_Data/Year_2020/2020-80.txt,0
258,Clean_Data/Year_2020/2020-30.txt,0
259,Clean_Data/Year_2020/2020-337.txt,0
260,Clean_Data/Year_2020/2020-234.txt,0
261,Clean_Data/Year_2020/2020-84.txt,0
262,Clean_Data/Year_2020/2020-304.txt,0
263,Clean_Data/Year_2020/2020-208.txt,1
264,Clean_Data/Year_2020/2020-68.txt,0
265,Clean_Data/Year_2020/2020-231.txt,0
266,Clean_Data/Year_2020/2020-178.txt,0
267,Clean_Data/Year_2020/2020-258.txt,0
268,Clean_Data/Year_2020/2020-61.txt,1
269,Clean_Data/Year_2020/2020-289.txt,0
270,Clean_Data/Year_2020/2020-123.txt,0
271,Clean_Data/Year_2020/2020-225.txt,0
272,Clean_Data/Year_2020/2020-265.txt,0
273,Clean_Data/Year_2020/2020-155.txt,0
274,Clean_Data/Year_2020/2020-1.txt,1
275,Clean_Data/Year_2020/2020-325.txt,0
276,Clean_Data/Year_2020/2020-322.txt,0
277,Clean_Data/Year_2020/2020-263.txt,0
278,Clean_Data/Year_2020/2020-98.txt,0
279,Clean_Data/Year_2020/2020-57.txt,0
280,Clean_Data/Year_2020/2020-334.txt,0
281,Clean_Data/Year_2020/2020-103.txt,0
282,Clean_Data/Year_2020/2020-190.txt,0
283,Clean_Data/Year_2020/2020-175.txt,0
284,Clean_Data/Year_2020/2020-203.txt,1
285,Clean_Data/Year_2020/2020-79.txt,0
286,Clean_Data/Year_2020/2020-40.txt,0
287,Clean_Data/Year_2020/2020-187.txt,0
288,Clean_Data/Year_2020/2020-85.txt,1
289,Clean_Data/Year_2020/2020-284.txt,0
290,Clean_Data/Year_2020/2020-249.txt,0
291,Clean_Data/Year_2020/2020-71.txt,0
292,Clean_Data/Year_2020/2020-185.txt,0
293,Clean_Data/Year_2020/2020-238.txt,0
294,Clean_Data/Year_2020/2020-23.txt,0
295,Clean_Data/Year_2020/2020-29.txt,0
296,Clean_Data/Year_2020/2020-154.txt,1
297,Clean_Data/Year_2020/2020-96.txt,0
298,Clean_Data/Year_2020/2020-139.txt,0
299,Clean_Data/Year_2020/2020-269.txt,0
300,Clean_Data/Year_2020/2020-37.txt,0
301,Clean_Data/Year_2020/2020-183.txt,0
302,Clean_Data/Year_2020/2020-54.txt,0
303,Clean_Data/Year_2020/2020-270.txt,0
304,Clean_Data/Year_2020/2020-243.txt,0
305,Clean_Data/Year_2020/2020-78.txt,1
306,Clean_Data/Year_2020/2020-87.txt,0
307,Clean_Data/Year_2020/2020-148.txt,0
308,Clean_Data/Year_2020/2020-327.txt,1
309,Clean_Data/Year_2020/2020-92.txt,0
310,Clean_Data/Year_2020/2020-115.txt,0
311,Clean_Data/Year_2020/2020-316.txt,0
312,Clean_Data/Year_2020/2020-212.txt,0
313,Clean_Data/Year_2020/2020-176.txt,0
314,Clean_Data/Year_2020/2020-147.txt,0
315,Clean_Data/Year_2020/2020-49.txt,0
316,Clean_Data/Year_2020/2020-38.txt,0
317,Clean_Data/Year_2020/2020-52.txt,0
318,Clean_Data/Year_2020/2020-290.txt,0
319,Clean_Data/Year_2020/2020-58.txt,0
320,Clean_Data/Year_2020/2020-124.txt,0
321,Clean_Data/Year_2020/2020-202.txt,0
322,Clean_Data/Year_2020/2020-245-0.txt,0
323,Clean_Data/Year_2020/2020-2.txt,1
324,Clean_Data/Year_2020/2020-330.txt,0
325,Clean_Data/Year_2020/2020-59.txt,0
326,Clean_Data/Year_2020/2020-3.txt,0
327,Clean_Data/Year_2020/2020-227.txt,0
328,Clean_Data/Year_2020/2020-144.txt,0
329,Clean_Data/Year_2020/2020-300.txt,0
330,Clean_Data/Year_2020/2020-159.txt,0
331,Clean_Data/Year_2020/2020-102.txt,0
332,Clean_Data/Year_2020/2020-296.txt,0
333,Clean_Data/Year_2020/2020-74.txt,0
334,Clean_Data/Year_2020/2020-22.txt,0
335,Clean_Data/Year_2020/2020-301.txt,1
336,Clean_Data/Year_2020/2020-14.txt,0
337,Clean_Data/Year_2020/2020-317.txt,0
338,Clean_Data/Year_2020/2020-321.txt,0
339,Clean_Data/Year_2020/2020-16.txt,1
340,Clean_Data/Year_2020/2020-7.txt,0
341,Clean_Data/Year_2020/2020-217.txt,0
342,Clean_Data/Year_2020/2020-260.txt,0
343,Clean_Data/Year_2020/2020-4.txt,0
344,Clean_Data/Year_2018/2018-18.txt,0
345,Clean_Data/Year_2018/2018-269.txt,0
346,Clean_Data/Year_2018/2018-78.txt,0
347,Clean_Data/Year_2018/2018-52.txt,1
348,Clean_Data/Year_2018/2018-54.txt,0
349,Clean_Data/Year_2018/2018-279.txt,1
350,Clean_Data/Year_2018/2018-105.txt,0
351,Clean_Data/Year_2018/2018-145.txt,0
352,Clean_Data/Year_2018/2018-11.txt,1
353,Clean_Data/Year_2018/2018-37.txt,0
354,Clean_Data/Year_2018/2018-59.txt,1
355,Clean_Data/Year_2018/2018-107.txt,0
356,Clean_Data/Year_2018/2018-139.txt,0
357,Clean_Data/Year_2018/2018-250.txt,0
358,Clean_Data/Year_2018/2018-238.txt,0
359,Clean_Data/Year_2018/2018-188.txt,0
360,Clean_Data/Year_2018/2018-272.txt,0
361,Clean_Data/Year_2018/2018-82.txt,1
362,Clean_Data/Year_2018/2018-35.txt,0
363,Clean_Data/Year_2018/2018-285.txt,0
364,Clean_Data/Year_2018/2018-149.txt,0
365,Clean_Data/Year_2018/2018-180.txt,0
366,Clean_Data/Year_2018/2018-241.txt,1
367,Clean_Data/Year_2018/2018-170.txt,0
368,Clean_Data/Year_2018/2018-103.txt,0
369,Clean_Data/Year_2018/2018-123.txt,1
370,Clean_Data/Year_2018/2018-85.txt,0
371,Clean_Data/Year_2018/2018-217.txt,0
372,Clean_Data/Year_2018/2018-174.txt,0
373,Clean_Data/Year_2018/2018-275.txt,0
374,Clean_Data/Year_2018/2018-100.txt,0
375,Clean_Data/Year_2018/2018-187.txt,0
376,Clean_Data/Year_2018/2018-295.txt,0
377,Clean_Data/Year_2018/2018-114.txt,0
378,Clean_Data/Year_2018/2018-162.txt,0
379,Clean_Data/Year_2018/2018-286.txt,0
380,Clean_Data/Year_2018/2018-179.txt,0
381,Clean_Data/Year_2018/2018-158.txt,0
382,Clean_Data/Year_2018/2018-27.txt,1
383,Clean_Data/Year_2018/2018-109.txt,0
384,Clean_Data/Year_2018/2018-130.txt,0
385,Clean_Data/Year_2018/2018-222.txt,0
386,Clean_Data/Year_2018/2018-230.txt,0
387,Clean_Data/Year_2018/2018-89.txt,0
388,Clean_Data/Year_2018/2018-3.txt,0
389,Clean_Data/Year_2018/2018-237.txt,0
390,Clean_Data/Year_2018/2018-255.txt,0
391,Clean_Data/Year_2018/2018-244.txt,0
392,Clean_Data/Year_2018/2018-26.txt,0
393,Clean_Data/Year_2018/2018-49.txt,1
394,Clean_Data/Year_2018/2018-28.txt,0
395,Clean_Data/Year_2018/2018-79.txt,0
396,Clean_Data/Year_2018/2018-249.txt,0
397,Clean_Data/Year_2018/2018-36.txt,1
398,Clean_Data/Year_2018/2018-53.txt,1
399,Clean_Data/Year_2018/2018-14.txt,0
400,Clean_Data/Year_2018/2018-88.txt,0
401,Clean_Data/Year_2018/2018-177.txt,1
402,Clean_Data/Year_2018/2018-71.txt,0
403,Clean_Data/Year_2018/2018-202.txt,0
404,Clean_Data/Year_2018/2018-178.txt,1
405,Clean_Data/Year_2018/2018-74.txt,0
406,Clean_Data/Year_2018/2018-293.txt,0
407,Clean_Data/Year_2018/2018-281.txt,0
408,Clean_Data/Year_2018/2018-135.txt,0
409,Clean_Data/Year_2018/2018-20.txt,0
410,Clean_Data/Year_2018/2018-290.txt,0
411,Clean_Data/Year_2018/2018-232.txt,1
412,Clean_Data/Year_2018/2018-9.txt,0
413,Clean_Data/Year_2018/2018-224.txt,0
414,Clean_Data/Year_2018/2018-302.txt,0
415,Clean_Data/Year_2018/2018-226.txt,1
416,Clean_Data/Year_2018/2018-75.txt,0
417,Clean_Data/Year_2018/2018-176.txt,0
418,Clean_Data/Year_2018/2018-111.txt,0
419,Clean_Data/Year_2018/2018-138.txt,0
420,Clean_Data/Year_2018/2018-221.txt,0
421,Clean_Data/Year_2018/2018-99.txt,0
422,Clean_Data/Year_2018/2018-194.txt,0
423,Clean_Data/Year_2018/2018-22.txt,0
424,Clean_Data/Year_2018/2018-199.txt,0
425,Clean_Data/Year_2018/2018-253.txt,0
426,Clean_Data/Year_2018/2018-146.txt,0
427,Clean_Data/Year_2018/2018-81.txt,0
428,Clean_Data/Year_2018/2018-225.txt,0
429,Clean_Data/Year_2018/2018-231.txt,0
430,Clean_Data/Year_2018/2018-181.txt,0
431,Clean_Data/Year_2018/2018-186.txt,0
432,Clean_Data/Year_2018/2018-193.txt,0
433,Clean_Data/Year_2018/2018-110.txt,0
434,Clean_Data/Year_2018/2018-265.txt,0
435,Clean_Data/Year_2018/2018-209.txt,0
436,Clean_Data/Year_2018/2018-166.txt,0
437,Clean_Data/Year_2018/2018-234.txt,0
438,Clean_Data/Year_2018/2018-47.txt,0
439,Clean_Data/Year_2018/2018-291.txt,0
440,Clean_Data/Year_2018/2018-172.txt,1
441,Clean_Data/Year_2018/2018-80.txt,0
442,Clean_Data/Year_2018/2018-218.txt,0
443,Clean_Data/Year_2018/2018-42.txt,0
444,Clean_Data/Year_2018/2018-94.txt,1
445,Clean_Data/Year_2018/2018-247.txt,0
446,Clean_Data/Year_2018/2018-102.txt,0
447,Clean_Data/Year_2018/2018-95.txt,0
448,Clean_Data/Year_2018/2018-32.txt,0
449,Clean_Data/Year_2018/2018-76.txt,0
450,Clean_Data/Year_2018/2018-19.txt,0
451,Clean_Data/Year_2018/2018-236.txt,0
452,Clean_Data/Year_2018/2018-140.txt,0
453,Clean_Data/Year_2018/2018-108.txt,0
454,Clean_Data/Year_2018/2018-206.txt,0
455,Clean_Data/Year_2018/2018-182.txt,1
456,Clean_Data/Year_2018/2018-252.txt,1
457,Clean_Data/Year_2018/2018-66.txt,0
458,Clean_Data/Year_2018/2018-155-0.txt,0
459,Clean_Data/Year_2018/2018-296.txt,0
460,Clean_Data/Year_2018/2018-132.txt,0
461,Clean_Data/Year_2018/2018-127.txt,0
462,Clean_Data/Year_2018/2018-6.txt,0
463,Clean_Data/Year_2018/2018-21.txt,0
464,Clean_Data/Year_2018/2018-69.txt,0
465,Clean_Data/Year_2018/2018-289.txt,0
466,Clean_Data/Year_2018/2018-297.txt,0
467,Clean_Data/Year_2018/2018-150.txt,0
468,Clean_Data/Year_2018/2018-198.txt,1
469,Clean_Data/Year_2018/2018-159.txt,0
470,Clean_Data/Year_2018/2018-40.txt,0
471,Clean_Data/Year_2018/2018-205.txt,1
472,Clean_Data/Year_2018/2018-119.txt,0
473,Clean_Data/Year_2018/2018-39.txt,0
474,Clean_Data/Year_2018/2018-207.txt,0
475,Clean_Data/Year_2018/2018-97.txt,0
476,Clean_Data/Year_2018/2018-141.txt,1
477,Clean_Data/Year_2018/2018-264.txt,0
478,Clean_Data/Year_2018/2018-125.txt,0
479,Clean_Data/Year_2018/2018-34.txt,1
480,Clean_Data/Year_2018/2018-167.txt,0
481,Clean_Data/Year_2018/2018-45.txt,0
482,Clean_Data/Year_2018/2018-137.txt,0
483,Clean_Data/Year_2018/2018-191.txt,0
484,Clean_Data/Year_2018/2018-245.txt,0
485,Clean_Data/Year_2018/2018-219.txt,1
486,Clean_Data/Year_2018/2018-211.txt,0
487,Clean_Data/Year_2018/2018-298.txt,0
488,Clean_Data/Year_2018/2018-288.txt,0
489,Clean_Data/Year_2018/2018-98.txt,0
490,Clean_Data/Year_2018/2018-195.txt,1
491,Clean_Data/Year_2018/2018-84.txt,0
492,Clean_Data/Year_2018/2018-113.txt,0
493,Clean_Data/Year_2018/2018-68.txt,0
494,Clean_Data/Year_2018/2018-156.txt,0
495,Clean_Data/Year_2018/2018-118.txt,0
496,Clean_Data/Year_2018/2018-243.txt,0
497,Clean_Data/Year_2018/2018-55.txt,0
498,Clean_Data/Year_2018/2018-31.txt,0
499,Clean_Data/Year_2018/2018-270.txt,0
500,Clean_Data/Year_2018/2018-73.txt,1
501,Clean_Data/Year_2018/2018-48.txt,1
502,Clean_Data/Year_2018/2018-101.txt,0
503,Clean_Data/Year_2018/2018-261.txt,0
504,Clean_Data/Year_2018/2018-248.txt,0
505,Clean_Data/Year_2018/2018-283.txt,0
506,Clean_Data/Year_2018/2018-210.txt,0
507,Clean_Data/Year_2018/2018-58.txt,0
508,Clean_Data/Year_2018/2018-165.txt,0
509,Clean_Data/Year_2018/2018-306.txt,0
510,Clean_Data/Year_2018/2018-216.txt,0
511,Clean_Data/Year_2018/2018-201.txt,1
512,Clean_Data/Year_2018/2018-242.txt,0
513,Clean_Data/Year_2018/2018-90.txt,1
514,Clean_Data/Year_2018/2018-67.txt,0
515,Clean_Data/Year_2018/2018-262.txt,0
516,Clean_Data/Year_2018/2018-128.txt,0
517,Clean_Data/Year_2018/2018-171.txt,1
518,Clean_Data/Year_2018/2018-251.txt,0
519,Clean_Data/Year_2018/2018-294.txt,0
520,Clean_Data/Year_2018/2018-215.txt,0
521,Clean_Data/Year_2018/2018-131.txt,0
522,Clean_Data/Year_2018/2018-227.txt,0
523,Clean_Data/Year_2018/2018-24.txt,0
524,Clean_Data/Year_2018/2018-91.txt,0
525,Clean_Data/Year_2018/2018-62.txt,0
526,Clean_Data/Year_2018/2018-64.txt,0
527,Clean_Data/Year_2018/2018-267.txt,0
528,Clean_Data/Year_2018/2018-299.txt,0
529,Clean_Data/Year_2018/2018-254.txt,0
530,Clean_Data/Year_2018/2018-87.txt,0
531,Clean_Data/Year_2018/2018-72.txt,0
532,Clean_Data/Year_2018/2018-142.txt,0
533,Clean_Data/Year_2018/2018-143.txt,0
534,Clean_Data/Year_2018/2018-112.txt,0
535,Clean_Data/Year_2018/2018-43.txt,0
536,Clean_Data/Year_2018/2018-50.txt,0
537,Clean_Data/Year_2018/2018-51.txt,1
538,Clean_Data/Year_2018/2018-266.txt,0
539,Clean_Data/Year_2018/2018-96.txt,0
540,Clean_Data/Year_2018/2018-240.txt,0
541,Clean_Data/Year_2018/2018-133.txt,0
542,Clean_Data/Year_2018/2018-65.txt,0
543,Clean_Data/Year_2018/2018-169.txt,0
544,Clean_Data/Year_2018/2018-5.txt,0
545,Clean_Data/Year_2018/2018-282.txt,0
546,Clean_Data/Year_2018/2018-301.txt,0
547,Clean_Data/Year_2018/2018-57.txt,0
548,Clean_Data/Year_2018/2018-260.txt,0
549,Clean_Data/Year_2018/2018-8.txt,0
550,Clean_Data/Year_2018/2018-300.txt,0
551,Clean_Data/Year_2018/2018-12.txt,0
552,Clean_Data/Year_2018/2018-29.txt,0
553,Clean_Data/Year_2018/2018-268.txt,0
554,Clean_Data/Year_2018/2018-263.txt,1
555,Clean_Data/Year_2018/2018-41.txt,1
556,Clean_Data/Year_2018/2018-303.txt,0
557,Clean_Data/Year_2018/2018-61.txt,0
558,Clean_Data/Year_2018/2018-192.txt,0
